Date,Time(UTC),Time(IST),Lat,Lang,Depth(KM),Magnitude,Region
2017-01-03,09:09:03,14:39:03,24.1 °N,91.9 °E,28,5.7,"District. Dhalai,Tripura"
2017-01-02,13:14:00,18:44:00,23.3 °S,179.2 °E,550,6.1,SOUTH OF FIJI ISLANDS
2018

2018-12-31,02:35:35,08:05:35,54.6°N,161.7°W,10,6.0,Alaska Peninsula,
2018-12-29,12:59:56,18:29:56,19.7°N,72.8°E,10,2.9,"Distt - Palghar, Maharashtra",
2018-12-29,08:15:28,13:45:28,1.5°N,97.6°E,10,5.0,"Northern Sumatra, Indonesia",
2018-12-29,03:39:05,09:09:05,6.1°N,126.9°E,10,7.1,"Mindanao, Philippines",
2018-12-27,16:46:09,22:16:09,12.9°N,93.7°E,10,4.3,Andaman Islands,
2018-12-27,08:42:37,14:12:37,27.7°N,93.3°E,10,3.3,"Kurung Kumey, Arunachal Pradesh",
2018-12-27,06:16:46,11:46:46,26.9°N,92.6°E,19.1,3.1,"SONITPUR, ASSAM",
2018-12-27,00:35:50,06:05:50,23.3°N,94.4°E,66.0,4.5,Myanmar India Border Region,
2018-12-26,04:22:30,09:52:30,33.1°N,74.4°E,15,3.5,Jammu & Kashmir,
2018-12-24,12:41:19,18:11:19,55.4°N,164.3°E,10,6.0,Komandorskiye Ostrova Region,
2018-12-23,23:08:40,04:38:40/2018-12-24,20.3°S,175.0°W,110,6.4,Tonga Islands,
2018-12-23,18:17:59,23:47:59,36.2°N,75.0°E,10,3.7,Jammu & Kashmir,
2018-12-23,11:21:07,16:51:07,27.2°N,95.8°E,10,4.0,"Distt. Changlang, Arunachal Pradesh",
2018-12-20,22:18:34,03:48:34/2018-12-21,33.0°N,75.7°E,5,3.2,Jammu & Kashmir,
2018-12-20,17:01:54,22:31:54,55.2°N,164.6°E,10,7.3,"Komandorskiye Ostrova,Russia Region",
2018-12-20,13:10:45,18:40:45,29.0°N,77.0°E,10,2.6,"Sonipat, Haryana",
2018-12-19,15:27:15,20:57:15,20.0°N,72.7°E,10,2.8,"Distt. Palghar, Maharashtra",
2018-12-19,01:37:41,07:07:41,36.2°S,101.0°W,10,6.2,Southeast of Easter Islands,
2018-12-18,04:09:08,09:39:08,20.0°N,72.9°E,5,3.0,"Distt. Palghar, Maharashtra",
2018-12-16,11:15:22,16:45:22,36.7°N,75.0°E,33,4.2,JAMMU & KASHMIR,
2018-12-16,09:42:30,15:12:30,3.8°S,140.3°E,10,6.1,"Papua, Indonesia",
2018-12-15,01:26:00,06:56:00,27.7°N,94.0°E,10,3.3,"Lower Subansiri, Arunachal Pradesh",
2018-12-14,21:24:59,02:54:59/2018-12-15,28.8°N,77.1°E,12,2.6,Delhi-Haryana(Sonipat) Border Region,
2018-12-14,10:03:27,15:33:27,20.0°N,72.7°E,10,3.0,"Distt.Palghar, Maharashtra",
2018-12-12,17:41:43,23:11:43,25.3°N,94.1°E,24,3.5,"Distt. Senapati , Manipur",
2018-12-11,02:26:32,07:56:32,58.5°S,26.3°W,156,7.2,South Sandwich Islands Region,
2018-12-10,03:34:56,09:04:56,20.0°N,72.7°E,10,2.7,"Distt. Palghar, Maharashtra",
2018-12-10,03:34:15,09:04:15,19.9°N,72.7°E,10,2.8,"Distt. Palghar, Maharashtra",
2018-12-07,22:18:10,03:48:10/2018-12-08,20.0°N,72.8°E,10,2.9,"Distt. Palghar, Maharashtra",
2018-12-05,06:43:07,12:13:07,22.0°S,169.7°E,10,6.5,Southeast of Loyalty Islands,
2018-12-05,04:18:08,09:48:08,21.9°S,169.5°E,10,7.5,Southeast of Loyalty Islands,
2018-12-04,15:54:41,21:24:41,20.0°N,72.8°E,20,3.2,"Distt. PALGHAR, MAHARASHTRA",
2018-12-04,00:52:58,06:22:58,30.2°N,77.4°E,15,3.0,"Distt. Yamunanagar, Haryana",
2018-12-01,20:18:53,01:48:53/2018-12-02,20.0°N,72.8°E,10,2.9,"Distt. PALGHAR, MAHARASHTRA",
2018-12-01,20:08:34,01:38:34/2018-12-02,20.0°N,72.8°E,13,3.1,"Distt. PALGHAR, MAHARASHTRA",
2018-12-01,15:07:28,20:37:28,28.5°N,92.6°E,10,4.8,Eastern Xizang- India(Arunachal Pradesh) Border Region,
2018-12-01,13:27:22,18:57:22,07.5°S,128.7°E,135,6.3,Banda Sea,
2018-11-30,19:22:32,00:52:32/2018-12-01,31.5°N,77.6°E,10,3.0,"Distt. Kullu, Himachal Pradesh",
2018-11-30,17:29:23,22:59:23,61.5°N,150.0°W,10,6.9,Southern Alaska,
2018-11-29,09:42:07,15:12:07,32.8°N,78.5°E,10,3.7,Jammu & Kashmir,
2018-11-29,09:00:10,14:30:10,33.0°N,78.5°E,10,4.3,Jammu & Kashmir,
2018-11-28,10:17:06,15:47:06,27.3°N,96.9°E,10,5.5,Myanmar-India (Arunachal Pradesh) Border Region,
2018-11-28,09:12:35,14:42:35,24.4°N,94.6°E,117,3.9,Myanmar-India (Manipur) Border Region,
2018-11-25,16:37:32,22:07:32,34.2°N,45.7°E,10,6.1,Iran - Iraq Border Region,
2018-11-24,09:45:48,15:15:48,19.9°N,72.8°E,10,3.3,"District Palghar, Maharashtra",
2018-11-18,20:25:46,01:55:46/2018-11-19,18.0°S,178.9°W,542,6.6,Fiji Islands,
2018-11-16,03:26:55,08:56:55,10.6°S,163.1°E,10,6.3,Solomon Islands,
2018-11-15,20:02:23,01:32:23/2018-11-16,56.7°S,25.6°W,10,6.4,South Sandwich Islands Region,
2018-11-15,04:31:26,10:01:26,06.3°N,93.3°E,10,4.5,Nicobar Islands,
2018-11-14,21:21:46,02:51:46/2018-11-15,55.7°N,162.0°E,10,6.1,Near East Coast of Kamchatka,
2018-11-11,14:04:00,19:34:00,15.5°N,50.0°W,10,6.2,North Atlantic Ocean,
2018-11-11,12:55:26,18:25:26,19.9°N,73.0°E,10,3.2,"Distt.-Palghar, Maharashtra",
2018-11-11,07:07:32,12:37:32,29.7°N,80.6°E,10,5.0,Nepal-India (Uttarakhand) Border,
2018-11-10,17:15:42,22:45:42,23.9°N,93.3°E,24,5.3,"Distt. Champhai, Mizoram",
2018-11-10,08:33:17,14:03:17,20.6°S,174.0°W,10,6.1,Tonga Islands,
2018-11-10,00:18:56,05:48:56,19.6°N,76.8°E,10,3.0,"Distt.Parbhani, Maharashtra",
2018-11-09,01:49:40,07:19:40,71.6°N,11.3°W,10,6.5,Jan Mayen Island Region,
2018-11-08,07:37:49,13:07:49,28.1°N,95.7°E,22,3.5,"Dibang Valley, Arunachal Pradesh",
2018-11-06,22:50:40,04:20:40/2018-11-07,24.1°N,94.0°E,49,4.1,"Distt.Chandel, Manipur",
2018-11-04,18:52:14,00:22:14/2018-11-05,19.6°N,76.9°E,15,2.9,"Distt.Parbhani-Hingoli Border, Maharashtra",
2018-11-01,22:19:50,03:49:50/2018-11-02,19.6°S,69.3°W,93,6.1,Northern Chile,
2018-10-31,19:32:34,01:02:34/2018-11-01,35.6°N,75.8°E,10,3.7,Jammu & Kashmir,
2018-10-31,15:53:34,21:23:34,27.3°N,88.6°E,10,2.8,East Sikkim,
2018-10-29,14:43:38,20:13:38,34.3°N,78.3°E,10,5.3,Jammu & Kashmir,
2018-10-29,06:54:21,12:24:21,57.5°S,66.5°W,10,6.4,Drake Passage,
2018-10-29,06:27:51,11:57:51,34.0°N,78.8°E,10,4.4,Jammu & Kashmir,
2018-10-28,16:53:50,22:23:50,8.9°N,93.8°E,10,4.5,Nicobar Islands region,
2018-10-26,09:05:39,14:35:39,17.4°N,147.8°E,10,6.1,Mariana Islands Region,
2018-10-25,22:54:51,04:24:51/2018-10-26,37.5°N,20.6°E,10,6.7,Ionian Sea,
2018-10-22,06:22:48,11:52:48,49.1°N,130.0°W,10,6.5,"Vancouver Island, Canada Region",
2018-10-22,06:16:30,11:46:30,49.2°N,129.5°W,10,6.6,"Vancouver Island, Canada Region",
2018-10-22,05:39:40,11:09:40,49.3°N,129.5°W,10,6.3,"Vancouver Island, Canada Region",
2018-10-22,03:41:54,09:11:54,31.7°N,78.3°E,05,3.0,"Distt. Kinnaur, Himachal Pradesh",
2018-10-21,12:36:38,18:06:38,33.5°N,75.2°E,05,3.3,Jammu & Kashmir,
2018-10-19,13:25:49,18:55:49,38.4°N,73.8°E,120,5.2,Tajikistan-Xinjiang Border Region,
2018-10-16,01:03:42,06:33:42,21.7°S,169.6°E,10,6.8,Southeast of Loyalty Islands,
2018-10-16,00:28:12,05:58:12,21.8°S,169.6°E,10,6.4,Southeast of Loyalty Islands,
2018-10-15,22:36:18,04:06:18/2018-10-16,30.7°N,78.6°E,5,3.2,"Distt. Uttarkashi, Uttarakhand",
2018-10-13,11:10:23,16:40:23,52.9°N,153.2°E,467,6.5,Northwest of Kuril Islands,
2018-10-11,09:05:47,14:35:47,26.2°N,92.9°E,26,3.6,"Karbi Anglong, Assam",
2018-10-10,23:16:01,04:46:01/2018-10-11,49.2°N,156.3°E,10,6.6,Kuril Islands,
2018-10-10,22:00:36,03:30:36/2018-10-11,5.0°S,151.7°E,140,6.3,"New Britain Region, P.N.G.",
2018-10-10,21:13:12,02:43:12/2018-10-11,5.8°S,151.0°E,10,6.0,"New Britain Region, P.N.G.",
2018-10-10,20:48:17,02:18:17/2018-10-11,5.7°S,151.1°E,10,6.8,"New Britain Region, P.N.G.",
2018-10-10,18:44:56,00:14:45/2018-10-11,7.4°S,114.4°E,10,6.0,Bali Sea,
2018-10-10,10:28:05,15:58:05,20.1°N,94.7°E,10,4.9,Myanmar,
2018-10-09,22:27:53,03:57:53/2018-10-10,07.4°N,94.8°E,50,4.3,Nicobar Islands Region,
2018-10-09,07:45:10,13:15:10,49.4°N,156.4°E,10,6.0,Kuril Islands,
2018-10-07,02:39:37,08:09:37,36.7°N,74.5°E,106,4.6,Jammu & Kashmir,
2018-10-06,15:07:33,20:37:33,29.0°N,79.5°E,10,3.4,"Distt.-Udham Singh Nagar, Uttarakhand",
2018-10-05,07:15:10,12:45:10,28.8°N,81.6°E,33,4.5,Nepal-India (Uttar Pradesh) Border Region,
2018-10-05,07:08:06,12:38:06,28.8°N,81.5°E,10,4.5,Nepal-India (Uttar Pradesh) border Region,
2018-10-02,00:16:43,05:46:43,10.5°S,120.1°E,10,6.1,"Sumba Region,Indonesia",
2018-10-01,13:24:43,18:54:43,12.9°N,92.3°E,10,5.0,Andaman Islands Region,
2018-09-30,10:52:23,16:22:23,18.3°S,178.0°W,554,6.4,Fiji Islands Region,
2018-09-28,10:02:44,15:32:44,0.1°S,119.8°E,10,7.4,"Minahassa Peninsula, Sulawesi",
2018-09-25,03:47:33,09:17:33,26.4°N,91.1°E,10,4.7,"Distt. Barpeta, Assam",
2018-09-24,08:52:19,14:22:19,30.5°N,77.3°E,10,3.7,"Distt. Sirmaur, Himachal Pradesh",
2018-09-23,05:52:11,11:22:11,12.2°N,146.2°E,10,6.1,South of Mariana Islands,
2018-09-17,08:09:56,13:39:56,24.8°N,94.2°E,25,3.5,"Ukhrul, Manipur",
2018-09-16,21:11:48,02:41:48/2018-09-17,25.4°S,178.3°E,562,6.2,South of Fiji Islands,
2018-09-15,06:41:21,12:11:21,31.8°N,78.5°E,10,3.4,"District Kinnaur,Himachal Pradesh",
2018-09-14,07:51:25,13:21:25,7.1°N,94.2°E,10,5.2,Nicobar Islands Region,
2018-09-13,17:23:35,22:53:35,26.4°N,90.1°E,10,4.3,"District-Kokrajhar,Assam",
2018-09-13,03:49:02,09:19:02,19.7°N,76.9°E,10,2.5,"District-Hingoli,Maharashtra",
2018-09-12,04:50:49,10:20:49,26.4°N,90.1°E,13,5.5,"District-Kokrajhar, Assam",
2018-09-12,00:13:23,05:43:23,28.6°N,76.8°E,5,3.1,"District-Jhajjar, Haryana",
2018-09-11,23:45:18,05:15:18/2018-09-12,35.6°N,76.3°E,20,4.6,Jammu & Kashmir,
2018-09-10,19:31:39,01:01:39/2018-09-11,22.1°S,170.1°E,10,6.3,Southeast of Loyalty Islands,
2018-09-10,04:18:59,09:48:59,32.1°S,179.1°W,89,7.0,South Of Kermadec Islands Region,
2018-09-10,00:58:06,06:28:06,28.6°N,76.8°E,10,3.7,"District-Jhajjar,Haryana",
2018-09-09,19:31:39,01:01:39/2018-09-10,10.0°S,161.4°E,70,6.6,"Solomon,Islands",
2018-09-09,11:07:03,16:37:03,28.5°N,76.7°E,10,3.8,"District-Jhajjar,Haryana",
2018-09-08,07:16:48,12:46:48,7.2°N,126.5°E,10,6.1,"Mindanao,Phillippines",
2018-09-07,02:12:05,07:42:05,2.3°S,78.8°W,101,6.2,Ecuador,
2018-09-06,15:49:17,21:19:17,18.5°S,179.4°E,650,7.9,Fiji Island,
2018-09-06,03:04:47,08:34:47,32.7°N,75.9°E,05,3.2,Jammu and Kashmir,
2018-09-06,00:13:51,05:43:51,0.7°N,96.9°E,10,5.5,Off West Coast Of Nothern Sumatra,
2018-09-05,19:05:15,00:35:15/2018-09-06,32.8°N,76.0°E,10,3.4,Distt-Chamba Himachal Pradesh,
2018-09-05,18:07:56,23:37:56,42.8°N,141.7°E,10,6.8,"Hokkaido,Japan Region",
2018-09-04,17:53:26,23:23:26,26.5°N,94.8°E,22,3.5,"District-Tuensang , Nagaland",
2018-09-01,18:09:57,23:39:57,23.3°N,82.5°E,10,4.7,"District-Korea,Chhattisgarh",
2018-08-30,18:04:36,23:34:36,27.5°N,75.6°E,05,3.5,"District-Sikar,Rajasthan",
2018-08-29,03:51:56,09:21:56,21.1°S,170.0°E,10,6.9,South of Loyalty Islands,
2018-08-28,22:35:07,04:05:07/2018-08-29,16.7°N,146.8°E,10,6.5,Mariana Island,
2018-08-28,13:03:29,18:33:29,22.6°N,87.7°E,10,4.8,"District-Paschim Medinipur, West Bengal",
2018-08-28,07:08:09,12:38:09,10.8°S,124.1°E,10,6.0,Timor Region,
2018-08-25,22:13:26,03:43:26/2018-08-26,34.5°N,46.3°E,10,6.0,Western Iran,
2018-08-24,12:18:09,17:48:09,10.6°N,91.5°E,10,5.0,Andaman Islands Region,
2018-08-24,10:49:27,16:19:27,10.5°N,91.7°E,10,5.5,Andaman Islands Region,
2018-08-24,09:04:07,14:34:07/,11.0°S,70.8°W,622,7.0,Peru-Brazil Border Region,
2018-08-23,21:55:50,03:25:50/2018-08-24,27.8°N,75.7°E,18,3.7,"Distt. Jhunjhunu, Rajasthan",
2018-08-23,03:35:11,09:05:11,51.5°N,177.8°W,50,6.2,"Andreanof Islands, Aleutian Islands",
2018-08-22,14:25:18,19:55:18,26.3°N,91.7°E,15,4.1,"Distt.- Kamrup, Assam",
2018-08-22,09:31:50,15:01:50,43.7°N,127.9°W,10,6.1,Off coast of Oragon,
2018-08-21,22:32:27,04:02:27/2018-08-22,16.0°S,168.1°E,10,6.7,Vanuatu Islands,
2018-08-21,21:31:30,03:01:30/2018-08-22,10.8°N,62.9°W,10,7.0,Near Coast Of Venezuela,
2018-08-20,02:19:04,07:49:04,30.1°N,79.8°E,10,3.6,"Bageshwar, Uttarakhand",
2018-08-19,14:56:25,20:26:25,8.4°S,116.6°E,10,6.7,"Sumbawa Region, Indonesia",
2018-08-19,04:29:00,09:59:00,17.1°S,177.9°W,438,6.6,Fiji Islands Region,
2018-08-19,04:10:21,09:40:21,8.3°S,116.5°E,10,6.5,"Sumbawa Region, Indonesia",
2018-08-19,02:18:53,07:48:53,18.3°S,178.3°W,630,6.2,Fiji Islands Region,
2018-08-19,00:19:38,05:49:38,18.2°S,178.0°W,586,8.0,Fiji Islands Region,
2018-08-17,15:35:02,21:05:02,7.5°S,119.8°E,547,6.2,Flores Sea,
2018-08-16,18:22:55,23:52:55,23.4°N,143.4°E,10,6.3,"Volcano Islands,Japan Region",
2018-08-16,18:21:31,23:51:31,23.4°N,143.5°E,10,6.0,"Volcano Islands,Japan Region",
2018-08-16,11:55:24,17:25:24,24.8°N,93.1°E,10,3.9,"Distt.Cachar,Assam",
2018-08-16,08:13:04,13:43:04,09.9°N,93.4°E,30,4.7,Nicobar Islands Region,
2018-08-15,21:56:53,03:26:53/2018-08-16,51.4°N,177.9°W,10,6.6,"Andreanof Islands, Aleutian Islands",
2018-08-15,13:51:25,19:21:25,21.1°N,85.0°E,44,3.5,"District-Angul, Odisha",
2018-08-14,15:38:02,21:08:02,17.5°N,80.4°E,10,3.7,"District-Khammam, Telangana",
2018-08-14,03:29:50,08:59:50,58.1°S,25.0°W,10,6.2,South Sandwich Islands Region,
2018-08-13,16:07:10,21:37:10,14.2°N,93.2°E,10,4.7,Andman Islands,
2018-08-12,14:58:56,20:28:56,69.7°N,145.1°W,10,6.3,Northern Alaska,
2018-08-08,21:33:52,03:03:52/2018-08-09,20.6°N,85.1°E,10,3.6,"District-Cuttack, Orissa",
2018-08-07,16:17:59,21:47:59,24.2°N,82.6°E,10,3.0,"District-Sidhi,Madhya Pradesh",
2018-08-06,04:35:49,10:05:49,7.5°N,91.8°E,10,5.3,Nicobar Islands Region,
2018-08-05,11:46:34,17:16:34,8.5°S,116.6°E,10,6.9,"Sumbawa Region, Indonesia",
2018-07-30,19:48:51,01:18:51/2018-07-31,32.3°N,76.3°E,10,3.1,"Kangra, Himachal Pradesh",
2018-07-28,22:47:37,04:17:37/2018-07-29,08.4°S,116.5°E,10,6.3,"Sumbawa Region, Indonesia",
2018-07-28,03:05:41,08:35:41,29.3°N,77.8°E,10,3.5,"Distt.- Muzaffarnagar, Uttar Pradesh",
2018-07-27,08:12:31,13:42:31,32.2°N,76.3°E,10,3.8,"Kangra, Himachal Pradesh",
2018-07-26,07:57:56,13:27:56,25.2°N,94.3°E,36,3.4,"Senapati,Manipur",
2018-07-25,13:22:12,18:52:12,32.2°N,76.2°E,10,2.9,"DISTT. KANGRA,HIMACHAL PRADESH",
2018-07-22,02:17:31,07:47:31,11.6°N,78.1°E,15,3.3,"SALEM, TAMILNADU",
2018-07-21,19:37:45,01:07:45/2018-07-22,34.4°N,74.0°E,10,4.0,JAMMU & KASHMIR,
2018-07-21,09:19:37,14:39:37,34.5°N,74.1°E,30,3.9,JAMMU & KASHMIR,
2018-07-19,23:49:12,05:19:12/2018-07-20,26.4°N,90.6°E,40,3.3,DISTT.BONGAIGAON(ASSAM),
2018-07-19,14:16:25,19:46:25,54.5°N,161.0°W,10,6.1,Alaska Peninsula,
2018-07-13,16:01:05,21:31:05,19.1°N,73.2°E,5,2.8,"Distt-Raigarh, Maharashtra",
2018-07-13,09:46:50,15:16:50,18.9°S,169.0°E,185,6.2,Vanuatu Islands,
2018-07-09,08:05:48,13:35:48,30.6°N,79.3°E,25,3.2,"Disst.- Rudraprayag, Uttarakhand",
2018-07-09,07:22:17,12:52:17,12.5°N,75.6°E,10,3.4,"Disst.- Kodagu, Karnataka",
2018-07-09,05:40:26,11:10:26,2.5°N,99.0°E,157,5.0,"Northern Sumatra, Indonesia",
2018-07-08,09:54:35,15:24:34,7.4°N,94.3°E,70,4.7,Nicobar Islands Region,
2018-07-08,04:13:22,09:43:22,27.3°N,75.9°E,10,4.3,"District Jaipur, Rajasthan",
2018-07-06,11:14:24,16:44:24,29.1°N,77.2°E,10,3.5,HARYANA (SONIPAT)-UTTAR PRADESH BORDER,
2018-07-06,01:40:09,07:10:09,51.5°N,158.0°E,80,6.0,Near East Coast of Kamchatka,
2018-07-04,20:34:53,2018-07-05/02:04:53,14.7°N,96.4°E,10,5.2,Andaman Islands Region,
2018-07-04,07:12:47,12:42:47,13.2°N,92.6°E,10,5.2,Andaman Islands Region,
2018-07-03,23:55:16,05:25:16/2018:07:04,13.2°N,93.8°E,10,4.5,Andaman Islands,
2018-07-02,22:17:29,03:47:29/2018-07-03,28.8°N,77.1°E,17,2.8,Delhi-Haryana(Sonipat) Border,
2018-07-01,10:07:03,15:37:03,28.9°N,77.0°E,05,4.0,"District Sonipat, Haryana",
2018-06-28,04:07:50,09:37:50,27.7°N,84.9°E,10,4.7,Nepal-India (Bihar) Border Region,
2018-06-26,12:16:01,17:36:01,27.3°N,88.6°E,10,3.9,"Gangtok, Sikkim",
2018-06-25,19:57:45,01:27:45/2018-06-26,32.8°N,76.0°E,10,3.3,"Chamba, Himachal Pradesh",
2018-06-24,15:58:10,21:28:10,26.0°N,93.6°E,16,3.5,"Karbi Anglong, Assam",
2018-06-24,11:07:49,16:37:49,23.8°N,94.5°E,40,4.4,Myanmar-India (Manipur) Border Region,
2018-06-22,21:07:23,02:37:23/2018-06-23,32.9°N,76.1°E,5,3.0,"Chamba, Himachal Pradesh",
2018-06-21,21:13:30,02:43:30/2018-06-22,17.7°S,168.1°E,10,6.1,Vanuatu Islands,
2018-06-21,20:29:22,01:59:22/2018-06-22,7.4°N,94.6°E,10,5.0,Nicobar Islands Region,
2018-06-21,03:31:23,09:01:23,23.9°N,93.9°E,40,4.0,Myanmar-India (Manipur) Border Region,
2018-06-20,07:44:27,13:14:27,24.7°N,94.1°E,33,4.6,"Senapati, Manipur",
2018-06-20,04:15:22,09:45:22,27.3°N,88.0°E,10,4.3,Nepal-India(Sikkim)Border Region,
2018-06-20,04:08:58,09:38:58,27.3°N,87.9°E,10,4.2,Nepal-India(Sikkim)Border Region,
2018-06-18,23:45:03,05:15:03/2018-06-19,35.8°N,78.6°E,10,4.5,India (J & K)- China Border Region,
2018-06-17,15:07:35,20:37:35,27.5°N,88.4°E,28,4.7,Sikkim,
2018-06-17,14:21:29,19:51:29,30.0°N,70.2°E,10,5.1,Pakistan,
2018-06-16,22:06:35,03:36:35/2018-06-17,31.4°N,77.7°E,5,3.2,"Shimla, Himachal Pradesh",
2018-06-14,13:28:54,18:58:54,35.4°N,73.6°E,180,5.0,India (NW Kashmir)-Pakistan Border Region,
2018-06-14,10:15:50,15:45:50,32.5°N,76.1°E,5,4.5,"Chamba, Himachal Pradesh",
2018-06-14,00:42:08,06:12:08,30.8°N,78.2°E,10,4.0,"Uttarkashi, Uttarakhand",
2018-06-11,04:53:49,10:23:49,26.2°N,92.5°E,10,5.1,"Nagaon, Assam",
2018-06-07,06:51:26,12:21:26,34.4°N,78.0°E,35,4.4,India (J&K) - China Border Region,
2018-06-06,18:16:00,23:46:00,35.3°N,78.5°E,30,5.1,Eastern Kashmir,
2018-06-06,17:41:28,23:11:28,30.6°N,78.8°E,15,4.4,"District-Tehri Garhwal,Uttarakhand",
2018-06-05,23:12:32,04:42:32/2018-06-06,23.8°N,94.3°E,84,5.0,Myanmar-India(Mizoram) Border Region,
2018-06-05,01:34:37,07:04:37,29.4°N,81.6°E,10,4.7,Nepal,
2018-06-02,05:46:11,11:16:11,27.2°N,96.8°E,30,5.3,Myanmar-India(Arunachal Pradesh) Border Region,
2018-06-01,01:55:33,07:25:33,36.5°N,71.0°E,80,5.0,"Hindu Kush Region, Afghanistan",
2018-05-28,01:59:43,07:29:43,08.6°N,94.3°E,10,5.0,Nicobar Islands Region,
2018-05-25,20:25:43,01:55:43/2018-05-26,26.5°N,93.6°E,25,3.2,"Karbi Anglong, Assam",
2018-05-25,17:41:34,23:11:34,10.0°N,93.9°E,10,4.8,Andaman Islands Region,
2018-05-25,07:22:50,12:52:50,31.6°N,78.2°E,10,3.5,"District- Kinnaur, Himachal Pradesh",
2018-05-24,21:05:22,02:35:22/2018-05-25,31.8°N,78.4°E,10,3.6,"District- Kinnaur, Himachal Pradesh",
2018-05-24,14:25:16,19:55:16,29.7°N,80.7°E,12,3.6,"Nepal-India(Uttarakhand, Distt. Pithoragarh) Border",
2018-05-22,12:35:00,18:05:00,31.1°N,77.8°E,10,3.6,"District- Shimla, Himachal Pradesh",
2018-05-21,10:51:05,16:21:05,31.6°N,78.4°E,5,4.1,"District- Kinnaur, Himachal Pradesh",
2018-05-15,01:17:32,06:47:32,26.5°N,93.2°E,27,3.2,"Karbi Anglong , Assam Region",
2018-05-13,18:45:51,00:15:51,6.9°N,94.5°E,10,4.7,Nicobar Islands Region,
2018-05-13,18:20:45,23:50:45,07.0°N,94.0°E,10,4.9,Nicobar Islands Region,
2018-05-12,03:57:38,09:27:38,32.3°N,76.6°E,05,3.0,"Chamba, Himachal Pradesh",
2018-05-11,02:11:51,07:41:51,25.2°N,92.6°E,05,3.7,"Jaintia Hills, Meghalaya",
2018-05-10,14:08:34,19:38:34,36.5°N,71.0°E,170,5.4,Afganistan-Tajikistan Border Region,
2018-05-10,11:56:57,17:26:57,10.0°N,125.3°E,10,6.0,"Leyte, Philippines",
2018-05-09,10:41:34,16:11:34,36.9°N,71.3°E,96,6.1,Afganistan-Tajikistan Border Region,
2018-05-09,07:57:55,13:27:55,5.8°S,151.7°E,10,6.0,"New Britain Region, P.N.G.",
2018-05-05,06:19:12,11:49:12,14.5°N,123.8°E,30,6.1,"Luzon, Phillippines",
2018-05-04,22:32:57,04:02:57/2018-05-05,19.5°N,155.1°W,10,6.5,Hawaii,
2018-04-27,20:33:35,02:03:35/2018-04-28,29.2°N,76.8°E,5,3.5,"Sonipat, Haryana",
2018-04-26,20:54:22,02:24:22/2018-04-27,25.4°N,88.8°E,32,4.2,"Dakshin Dinajpur,West Bengal",
2018-04-24,18:46:51,00:16:51/2018-04-25,28.8°N,76.9°E,7,3.0,"Jhajjar, Haryana",
2018-04-24,04:08:37,09:38:37,23.1°N,94.4°E,90,5.5,Myanmar - India Border Region,
2018-04-23,18:01:39,23:31:39,13.2°N,92.4°E,45,4.8,Andaman Islands,
2018-04-21,11:26:35,16:56:35,21.5°N,73.2°E,10,3.5,"Distt.Surat-Bharuch Border,Gujarat",
2018-04-21,07:10:59,12:40:59,24.6°N,93.1°E,25,3.4,"Imphal West,Manipur",
2018-04-16,06:08:13,11:38:13,08.4°N,91.4°E,10,4.5,Nicobar Islands Region,
2018-04-10,14:14:20,19:44:20,24.2°N,82.6°E,10,4.6,"Singrauli, Madhya Pradesh",
2018-04-10,10:19:27,15:49:27,30.9°S,71.5°W,63,6.2,Chile,
2018-04-09,07:05:40,12:35:40,29.8°N,79.8°E,10,2.8,"Bageshwar,Uttarakhand",
2018-04-07,05:48:39,11:18:39,05.8°S,142.7°E,10,6.3,Papua New Guinea,
2018-04-04,15:21:30,20:51:30,25.0°N,94.5°E,77,4.4,"Ukhrul, Manipur",
2018-04-02,13:40:34,19:10:34,20.7°S,63.0°W,550,6.8,Bolivia,
2018-04-01,15:11:51,20:41:51,29.7°N,80.1°E,17,3.5,"Distt. Pithoragarh, Uttarakhand",
2018-03-29,21:25:32,02:55:32/2018-03-30,5.4°S,151.4°E,10,6.9,"New Britain Region, P.N.G.",
2018-03-28,22:33:17,04:03:17/2018-03-29,23.2°N,70.8°E,30,4.6,"Hanjiyasar, Gujarat",
2018-03-26,09:50:56,15:20:56,5.4°S,151.3°E,10,6.7,"New Britain Region, P. N. G",
2018-03-25,20:14:48,01:44:48/2018-03-26,6.6°S,129.7°E,175,6.4,Banda Sea,
2018-03-24,22:17:48,03:47:48/2018-03-25,36.4°N,70.7°E,172,5.1,"Hindukush Region, Afghanistan",
2018-03-24,19:58:33,01:28:33/2018-03-25,45.8°S,96.1°E,10,6.2,Southeast Indian Ridge,
2018-03-24,11:23:28,16:53:28,5.5°S,151.3°E,10,6.4,"New Britain Region , P.N.G.",
2018-03-21,22:58:25,04:28:25/2018-03-22,26.3°N,89.6°E,20,3.9,"Kochbihar, West Bengal",
2018-03-15,17:07:23,22:37:23,25.2°N,93.7°E,13,3.5,Distt.Tamenglong- Manipur,
2018-03-15,14:53:21,20:23:21,33.2°N,76.1°E,10,3.4,Jammu&Kashmir,
2018-03-15,02:26:04,07:56:04,24.5°N,93.4°E,27,4.6,"Churachandpur, Manipur",
2018-03-10,03:21:28,08:51:28,35.7°N,76.1°E,10,4.5,Jammu & Kashmir,
2018-03-08,17:39:50,23:09:50,4.3°S,153.3°E,10,6.8,"New Ireland Region, P.N.G.",
