State / MCD,Final Dispensary Name,Disease,Occurrence,Reported Date,Month,District / Zone,IPD/OPD,State District,Final Zone
State Dispensary,DGD Model Town,Dermatitis,82,2/1/2016,February,North,OPD,North,Civil Line
State Dispensary,DGD Model Town,Abdomen Pain,70,2/1/2016,February,North,OPD,North,Civil Line
State Dispensary,DGD Model Town,Anaemia,51,2/1/2016,February,North,OPD,North,Civil Line
State Dispensary,DGD Model Town,Lower Respiratory Tract Infection (LRTI),86,2/1/2016,February,North,OPD,North,Civil Line
State Dispensary,DGD Model Town,Hypertension,55,3/1/2016,March,North,OPD,North,Civil Line
State Dispensary,DGD Model Town,Respiratory System,177,3/1/2016,March,North,OPD,North,Civil Line
State Dispensary,DGD Model Town,Stamach Pain,139,3/1/2016,March,North,OPD,North,Civil Line
State Dispensary,DGD Model Town,Influenza,78,3/1/2016,March,North,OPD,North,Civil Line
State Dispensary,DGD Model Town,Abdomen Pain,66,3/1/2016,March,North,OPD,North,Civil Line
State Dispensary,DGD Model Town,Lower Respiratory Tract Infection (LRTI),83,3/1/2016,March,North,OPD,North,Civil Line
State Dispensary,DGD Model Town,Conjunctivitis,33,3/1/2016,March,North,OPD,North,Civil Line
State Dispensary,DGD Model Town,Dental Problem/ Caries/ Cavity,29,3/1/2016,March,North,OPD,North,Civil Line
State Dispensary,DGD Model Town,Skin Disease/ Ringworm/ Scabies,21,3/1/2016,March,North,OPD,North,Civil Line
State Dispensary,DGD Model Town,Tuberculosis,8,3/1/2016,March,North,OPD,North,Civil Line
State Dispensary,DGD Mukhmailpur,Diarrhoea,28,1/1/2016,January,North,OPD,North,Civil Line
State Dispensary,DGD Mukhmailpur,Diabetes,80,1/1/2016,January,North,OPD,North,Civil Line
State Dispensary,DGD Mukhmailpur,Hypertension,90,1/1/2016,January,North,OPD,North,Civil Line
State Dispensary,DGD Mukhmailpur,Abdomen Pain,392,1/1/2016,January,North,OPD,North,Civil Line
State Dispensary,DGD Mukhmailpur,Deliveries,142,1/1/2016,January,North,OPD,North,Civil Line
State Dispensary,DGD Mukhmailpur,Upper Respectory Track Infection (URTI),62,1/1/2016,January,North,OPD,North,Civil Line
State Dispensary,DGD Mukhmailpur,Skin Disease/ Ringworm/ Scabies,44,1/1/2016,January,North,OPD,North,Civil Line
State Dispensary,DGD Mukhmailpur,Lower Respiratory Tract Infection (LRTI),32,1/1/2016,January,North,OPD,North,Civil Line
State Dispensary,DGD Mukhmailpur,Dental Problem/ Caries/ Cavity,18,1/1/2016,January,North,OPD,North,Civil Line
State Dispensary,DGD Mukhmailpur,Sexually Transmitted Disease (STD),9,1/1/2016,January,North,OPD,North,Civil Line
State Dispensary,DGD Mukhmailpur,Diabetes,80,2/1/2016,February,North,OPD,North,Civil Line
State Dispensary,DGD Mukhmailpur,Hypertension,133,2/1/2016,February,North,OPD,North,Civil Line
State Dispensary,DGD Mukhmailpur,Respiratory System,308,2/1/2016,February,North,OPD,North,Civil Line
State Dispensary,DGD Mukhmailpur,Abdomen Pain,298,2/1/2016,February,North,OPD,North,Civil Line
State Dispensary,DGD Mukhmailpur,Deliveries,86,2/1/2016,February,North,OPD,North,Civil Line
State Dispensary,DGD Mukhmailpur,Nutrition,42,2/1/2016,February,North,OPD,North,Civil Line
State Dispensary,DGD Mukhmailpur,Skin Disease/ Ringworm/ Scabies,40,2/1/2016,February,North,OPD,North,Civil Line
State Dispensary,DGD Mukhmailpur,Lower Respiratory Tract Infection (LRTI),36,2/1/2016,February,North,OPD,North,Civil Line
State Dispensary,DGD Mukhmailpur,Dental Problem/ Caries/ Cavity,26,2/1/2016,February,North,OPD,North,Civil Line
State Dispensary,DGD Mukhmailpur,Sexually Transmitted Disease (STD),12,2/1/2016,February,North,OPD,North,Civil Line
State Dispensary,DGD Mukhmailpur,Hypertension,100,3/1/2016,March,North,OPD,North,Civil Line
State Dispensary,DGD Mukhmailpur,Diabetes,84,3/1/2016,March,North,OPD,North,Civil Line
State Dispensary,DGD Mukhmailpur,Abdomen Pain,402,3/1/2016,March,North,OPD,North,Civil Line
State Dispensary,DGD Mukhmailpur,Respiratory System,394,3/1/2016,March,North,OPD,North,Civil Line
State Dispensary,DGD Mukhmailpur,Deliveries,98,3/1/2016,March,North,OPD,North,Civil Line
State Dispensary,DGD Mukhmailpur,Upper Respectory Track Infection (URTI),64,3/1/2016,March,North,OPD,North,Civil Line
State Dispensary,DGD Mukhmailpur,Nutrition,62,3/1/2016,March,North,OPD,North,Civil Line
State Dispensary,DGD Mukhmailpur,Skin Disease/ Ringworm/ Scabies,42,3/1/2016,March,North,OPD,North,Civil Line
State Dispensary,DGD Mukhmailpur,Urinary Tract Infection (UTI),20,3/1/2016,March,North,OPD,North,Civil Line
State Dispensary,DGD Mukhmailpur,Sexually Transmitted Disease (STD),10,3/1/2016,March,North,OPD,North,Civil Line
State Dispensary,"DGD Punjabi Bagh, Narela",Diarrhoea,167,1/1/2016,January,North,OPD,North,Narela
State Dispensary,"DGD Punjabi Bagh, Narela",Hypertension,143,1/1/2016,January,North,OPD,North,Narela
State Dispensary,"DGD Punjabi Bagh, Narela",Diabetes,140,1/1/2016,January,North,OPD,North,Narela
State Dispensary,"DGD Punjabi Bagh, Narela",Bodyache/ Headache,216,1/1/2016,January,North,OPD,North,Narela
State Dispensary,"DGD Punjabi Bagh, Narela",Stamach Pain,200,1/1/2016,January,North,OPD,North,Narela
State Dispensary,"DGD Punjabi Bagh, Narela",Conjunctivitis,199,1/1/2016,January,North,OPD,North,Narela
State Dispensary,"DGD Punjabi Bagh, Narela",Skin Disease/ Ringworm/ Scabies,364,1/1/2016,January,North,OPD,North,Narela
State Dispensary,"DGD Punjabi Bagh, Narela",Fungal Infection,138,1/1/2016,January,North,OPD,North,Narela
State Dispensary,"DGD Punjabi Bagh, Narela",Fever,131,1/1/2016,January,North,OPD,North,Narela
State Dispensary,"DGD Punjabi Bagh, Narela",Dysentery,116,1/1/2016,January,North,OPD,North,Narela
State Dispensary,"DGD Punjabi Bagh, Narela",Diabetes,148,2/1/2016,February,North,OPD,North,Narela
State Dispensary,"DGD Punjabi Bagh, Narela",Hypertension,152,2/1/2016,February,North,OPD,North,Narela
State Dispensary,"DGD Punjabi Bagh, Narela",Diarrhoea,176,2/1/2016,February,North,OPD,North,Narela
State Dispensary,"DGD Punjabi Bagh, Narela",Respiratory System,672,2/1/2016,February,North,OPD,North,Narela
State Dispensary,"DGD Punjabi Bagh, Narela",Bodyache/ Headache,231,2/1/2016,February,North,OPD,North,Narela
State Dispensary,"DGD Punjabi Bagh, Narela",Stamach Pain,213,2/1/2016,February,North,OPD,North,Narela
State Dispensary,"DGD Punjabi Bagh, Narela",Conjunctivitis,212,2/1/2016,February,North,OPD,North,Narela
State Dispensary,"DGD Punjabi Bagh, Narela",Skin Disease/ Ringworm/ Scabies,390,2/1/2016,February,North,OPD,North,Narela
State Dispensary,"DGD Punjabi Bagh, Narela",Fungal Infection,199,2/1/2016,February,North,OPD,North,Narela
State Dispensary,"DGD Punjabi Bagh, Narela",Fever,198,2/1/2016,February,North,OPD,North,Narela
State Dispensary,"DGD Punjabi Bagh, Narela",Diarrhoea,190,3/1/2016,March,North,OPD,North,Narela
State Dispensary,"DGD Punjabi Bagh, Narela",Hypertension,159,3/1/2016,March,North,OPD,North,Narela
State Dispensary,"DGD Punjabi Bagh, Narela",Diabetes,156,3/1/2016,March,North,OPD,North,Narela
State Dispensary,"DGD Punjabi Bagh, Narela",Respiratory System,648,3/1/2016,March,North,OPD,North,Narela
State Dispensary,"DGD Punjabi Bagh, Narela",Bodyache/ Headache,243,3/1/2016,March,North,OPD,North,Narela
State Dispensary,"DGD Punjabi Bagh, Narela",Conjunctivitis,224,3/1/2016,March,North,OPD,North,Narela
State Dispensary,"DGD Punjabi Bagh, Narela",Stamach Pain,223,3/1/2016,March,North,OPD,North,Narela
State Dispensary,"DGD Punjabi Bagh, Narela",Fungal Infection,211,3/1/2016,March,North,OPD,North,Narela
State Dispensary,"DGD Punjabi Bagh, Narela",Fever,210,3/1/2016,March,North,OPD,North,Narela
State Dispensary,"DGD Punjabi Bagh, Narela",Skin Disease/ Ringworm/ Scabies,304,3/1/2016,March,North,OPD,North,Narela
State Dispensary,Seed PUHC Swarup Nagar,Hypertension,5,1/1/2016,January,North,OPD,North,Civil Line
State Dispensary,Seed PUHC Swarup Nagar,Bodyache/ Headache,52,1/1/2016,January,North,OPD,North,Civil Line
State Dispensary,Seed PUHC Swarup Nagar,Fever,38,1/1/2016,January,North,OPD,North,Civil Line
State Dispensary,Seed PUHC Swarup Nagar,Vomitting,29,1/1/2016,January,North,OPD,North,Civil Line
State Dispensary,Seed PUHC Swarup Nagar,Skin Disease/ Ringworm/ Scabies,21,1/1/2016,January,North,OPD,North,Civil Line
State Dispensary,Seed PUHC Swarup Nagar,Vaginal Infestation,10,1/1/2016,January,North,OPD,North,Civil Line
State Dispensary,Seed PUHC Swarup Nagar,Asthama,8,1/1/2016,January,North,OPD,North,Civil Line
State Dispensary,Seed PUHC Swarup Nagar,Menstrual Disorders,8,1/1/2016,January,North,OPD,North,Civil Line
State Dispensary,Seed PUHC Swarup Nagar,Pelvic Inflammatory Disease (PID),5,1/1/2016,January,North,OPD,North,Civil Line
State Dispensary,Seed PUHC Swarup Nagar,Anaemia,5,1/1/2016,January,North,OPD,North,Civil Line
State Dispensary,Seed PUHC Swarup Nagar,Diarrhoea,5,2/1/2016,February,North,OPD,North,Civil Line
State Dispensary,Seed PUHC Swarup Nagar,Hypertension,7,2/1/2016,February,North,OPD,North,Civil Line
State Dispensary,Seed PUHC Swarup Nagar,Bodyache/ Headache,70,2/1/2016,February,North,OPD,North,Civil Line
State Dispensary,Seed PUHC Swarup Nagar,Fever,65,2/1/2016,February,North,OPD,North,Civil Line
State Dispensary,Seed PUHC Swarup Nagar,Skin Disease/ Ringworm/ Scabies,44,2/1/2016,February,North,OPD,North,Civil Line
State Dispensary,Seed PUHC Swarup Nagar,Conjunctivitis,19,2/1/2016,February,North,OPD,North,Civil Line
State Dispensary,Seed PUHC Swarup Nagar,Vaginal Infestation,18,2/1/2016,February,North,OPD,North,Civil Line
State Dispensary,Seed PUHC Swarup Nagar,Vomitting,13,2/1/2016,February,North,OPD,North,Civil Line
State Dispensary,Seed PUHC Swarup Nagar,Menstrual Disorders,12,2/1/2016,February,North,OPD,North,Civil Line
State Dispensary,Seed PUHC Swarup Nagar,Anaemia,12,2/1/2016,February,North,OPD,North,Civil Line
State Dispensary,Seed PUHC Swarup Nagar,Diarrhoea,20,3/1/2016,March,North,OPD,North,Civil Line
State Dispensary,Seed PUHC Swarup Nagar,Hypertension,6,3/1/2016,March,North,OPD,North,Civil Line
State Dispensary,Seed PUHC Swarup Nagar,Fever,127,3/1/2016,March,North,OPD,North,Civil Line
State Dispensary,Seed PUHC Swarup Nagar,Bodyache/ Headache,77,3/1/2016,March,North,OPD,North,Civil Line
State Dispensary,Seed PUHC Swarup Nagar,Vomitting,57,3/1/2016,March,North,OPD,North,Civil Line
State Dispensary,Seed PUHC Swarup Nagar,Skin Disease/ Ringworm/ Scabies,59,3/1/2016,March,North,OPD,North,Civil Line
State Dispensary,Seed PUHC Swarup Nagar,Vaginal Infestation,40,3/1/2016,March,North,OPD,North,Civil Line
State Dispensary,Seed PUHC Swarup Nagar,Menstrual Disorders,23,3/1/2016,March,North,OPD,North,Civil Line
State Dispensary,Seed PUHC Swarup Nagar,Anaemia,23,3/1/2016,March,North,OPD,North,Civil Line
State Dispensary,Seed PUHC Swarup Nagar,Asthama,8,3/1/2016,March,North,OPD,North,Civil Line
State Dispensary,DGD Sannoth,Diarrhoea,20,1/1/2016,January,North,OPD,North,Narela
State Dispensary,DGD Sannoth,Diabetes,154,1/1/2016,January,North,OPD,North,Narela
State Dispensary,DGD Sannoth,Hypertension,72,1/1/2016,January,North,OPD,North,Narela
State Dispensary,DGD Sannoth,Abdomen Pain,615,1/1/2016,January,North,OPD,North,Narela
State Dispensary,DGD Sannoth,Common Cold,259,1/1/2016,January,North,OPD,North,Narela
State Dispensary,DGD Sannoth,Bodyache/ Headache,164,1/1/2016,January,North,OPD,North,Narela
State Dispensary,DGD Sannoth,Weakness,164,1/1/2016,January,North,OPD,North,Narela
State Dispensary,DGD Sannoth,Vomitting,161,1/1/2016,January,North,OPD,North,Narela
State Dispensary,DGD Sannoth,Acidity,154,1/1/2016,January,North,OPD,North,Narela
State Dispensary,DGD Sannoth,Lower Respiratory Tract Infection (LRTI),172,1/1/2016,January,North,OPD,North,Narela
State Dispensary,DGD Sannoth,Diabetes,87,2/1/2016,February,North,OPD,North,Narela
State Dispensary,DGD Sannoth,Hypertension,39,2/1/2016,February,North,OPD,North,Narela
State Dispensary,DGD Sannoth,Diarrhoea,22,2/1/2016,February,North,OPD,North,Narela
State Dispensary,DGD Sannoth,Common Cold,280,2/1/2016,February,North,OPD,North,Narela
State Dispensary,DGD Sannoth,Vomitting,157,2/1/2016,February,North,OPD,North,Narela
State Dispensary,DGD Sannoth,Acidity,145,2/1/2016,February,North,OPD,North,Narela
State Dispensary,DGD Sannoth,Lower Respiratory Tract Infection (LRTI),170,2/1/2016,February,North,OPD,North,Narela
State Dispensary,DGD Sannoth,Abdomen Pain,140,2/1/2016,February,North,OPD,North,Narela
State Dispensary,DGD Sannoth,Conjunctivitis,96,2/1/2016,February,North,OPD,North,Narela
State Dispensary,DGD Sannoth,Anaemia,63,2/1/2016,February,North,OPD,North,Narela
State Dispensary,DGD Sannoth,Diarrhoea,28,3/1/2016,March,North,OPD,North,Narela
State Dispensary,DGD Sannoth,Diabetes,164,3/1/2016,March,North,OPD,North,Narela
State Dispensary,DGD Sannoth,Hypertension,72,3/1/2016,March,North,OPD,North,Narela
State Dispensary,DGD Sannoth,Abdomen Pain,752,3/1/2016,March,North,OPD,North,Narela
State Dispensary,DGD Sannoth,Vomitting,199,3/1/2016,March,North,OPD,North,Narela
State Dispensary,DGD Sannoth,Acidity,183,3/1/2016,March,North,OPD,North,Narela
State Dispensary,DGD Sannoth,Bodyache/ Headache,171,3/1/2016,March,North,OPD,North,Narela
State Dispensary,DGD Sannoth,Weakness,164,3/1/2016,March,North,OPD,North,Narela
State Dispensary,DGD Sannoth,Lower Respiratory Tract Infection (LRTI),181,3/1/2016,March,North,OPD,North,Narela
State Dispensary,DGD Sannoth,Anaemia,295,3/1/2016,March,North,OPD,North,Narela
State Dispensary,DGD Bhagirathi Vihar,Diabetes,85,1/1/2016,January,North-East,OPD,North East,Shahdara North
State Dispensary,DGD Bhagirathi Vihar,Hypertension,130,1/1/2016,January,North-East,OPD,North East,Shahdara North
State Dispensary,DGD Bhagirathi Vihar,Rat Bite/Other Bite,300,1/1/2016,January,North-East,OPD,North East,Shahdara North
State Dispensary,DGD Bhagirathi Vihar,Acute Respiratory Infection,282,1/1/2016,January,North-East,OPD,North East,Shahdara North
State Dispensary,DGD Bhagirathi Vihar,Anaemia,135,1/1/2016,January,North-East,OPD,North East,Shahdara North
State Dispensary,DGD Bhagirathi Vihar,Nutrition,130,1/1/2016,January,North-East,OPD,North East,Shahdara North
State Dispensary,DGD Bhagirathi Vihar,Dermatitis,110,1/1/2016,January,North-East,OPD,North East,Shahdara North
State Dispensary,DGD Bhagirathi Vihar,Helminthiasis,76,1/1/2016,January,North-East,OPD,North East,Shahdara North
State Dispensary,DGD Bhagirathi Vihar,Stamach Pain,75,1/1/2016,January,North-East,OPD,North East,Shahdara North
State Dispensary,DGD Bhagirathi Vihar,Lower Respiratory Tract Infection (LRTI),65,1/1/2016,January,North-East,OPD,North East,Shahdara North
State Dispensary,DGD Bhagirathi Vihar,Diabetes,93,2/1/2016,February,North-East,OPD,North East,Shahdara North
State Dispensary,DGD Bhagirathi Vihar,Hypertension,106,2/1/2016,February,North-East,OPD,North East,Shahdara North
State Dispensary,DGD Bhagirathi Vihar,Rat Bite/Other Bite,470,2/1/2016,February,North-East,OPD,North East,Shahdara North
State Dispensary,DGD Bhagirathi Vihar,Acute Respiratory Infection,305,2/1/2016,February,North-East,OPD,North East,Shahdara North
State Dispensary,DGD Bhagirathi Vihar,Nutrition,291,2/1/2016,February,North-East,OPD,North East,Shahdara North
State Dispensary,DGD Bhagirathi Vihar,Dermatitis,141,2/1/2016,February,North-East,OPD,North East,Shahdara North
State Dispensary,DGD Bhagirathi Vihar,Anaemia,125,2/1/2016,February,North-East,OPD,North East,Shahdara North
State Dispensary,DGD Bhagirathi Vihar,Helminthiasis,123,2/1/2016,February,North-East,OPD,North East,Shahdara North
State Dispensary,DGD Bhagirathi Vihar,"ENT(Ear, Nose, Throat)/ CSOM",98,2/1/2016,February,North-East,OPD,North East,Shahdara North
State Dispensary,DGD Bhagirathi Vihar,Dental Problem/ Caries/ Cavity,91,2/1/2016,February,North-East,OPD,North East,Shahdara North
State Dispensary,DGD Bhagirathi Vihar,Diabetes,155,3/1/2016,March,North-East,OPD,North East,Shahdara North
State Dispensary,DGD Bhagirathi Vihar,Hypertension,125,3/1/2016,March,North-East,OPD,North East,Shahdara North
State Dispensary,DGD Bhagirathi Vihar,Rat Bite/Other Bite,420,3/1/2016,March,North-East,OPD,North East,Shahdara North
State Dispensary,DGD Bhagirathi Vihar,Acute Respiratory Infection,370,3/1/2016,March,North-East,OPD,North East,Shahdara North
State Dispensary,DGD Bhagirathi Vihar,Nutrition,275,3/1/2016,March,North-East,OPD,North East,Shahdara North
State Dispensary,DGD Bhagirathi Vihar,Anaemia,190,3/1/2016,March,North-East,OPD,North East,Shahdara North
State Dispensary,DGD Bhagirathi Vihar,Dermatitis,187,3/1/2016,March,North-East,OPD,North East,Shahdara North
State Dispensary,DGD Bhagirathi Vihar,Helminthiasis,164,3/1/2016,March,North-East,OPD,North East,Shahdara North
State Dispensary,DGD Bhagirathi Vihar,Lower Respiratory Tract Infection (LRTI),135,3/1/2016,March,North-East,OPD,North East,Shahdara North
State Dispensary,DGD Bhagirathi Vihar,"ENT(Ear, Nose, Throat)/ CSOM",110,3/1/2016,March,North-East,OPD,North East,Shahdara North
State Dispensary,Seed PUHC Chandu Nagar,Typhoid,1,1/1/2016,January,North-East,OPD,North East,Shahdara North
State Dispensary,Seed PUHC Chandu Nagar,Diarrhoea,18,1/1/2016,January,North-East,OPD,North East,Shahdara North
State Dispensary,Seed PUHC Chandu Nagar,Diabetes,4,1/1/2016,January,North-East,OPD,North East,Shahdara North
State Dispensary,Seed PUHC Chandu Nagar,Injury,71,1/1/2016,January,North-East,OPD,North East,Shahdara North
State Dispensary,Seed PUHC Chandu Nagar,Vomitting,43,1/1/2016,January,North-East,OPD,North East,Shahdara North
State Dispensary,Seed PUHC Chandu Nagar,Dyspepsia,34,1/1/2016,January,North-East,OPD,North East,Shahdara North
State Dispensary,Seed PUHC Chandu Nagar,Acute Respiratory Infection,35,1/1/2016,January,North-East,OPD,North East,Shahdara North
State Dispensary,Seed PUHC Chandu Nagar,Vomitting,43,1/1/2016,January,North-East,OPD,North East,Shahdara North
State Dispensary,Seed PUHC Chandu Nagar,Burn,18,1/1/2016,January,North-East,OPD,North East,Shahdara North
State Dispensary,Seed PUHC Chandu Nagar,Dental Problem/ Caries/ Cavity,15,1/1/2016,January,North-East,OPD,North East,Shahdara North
State Dispensary,Seed PUHC Chandu Nagar,Typhoid,6,2/1/2016,February,North-East,OPD,North East,Shahdara North
State Dispensary,Seed PUHC Chandu Nagar,Diarrhoea,39,2/1/2016,February,North-East,OPD,North East,Shahdara North
State Dispensary,Seed PUHC Chandu Nagar,Diabetes,6,2/1/2016,February,North-East,OPD,North East,Shahdara North
State Dispensary,Seed PUHC Chandu Nagar,Hypertension,4,2/1/2016,February,North-East,OPD,North East,Shahdara North
State Dispensary,Seed PUHC Chandu Nagar,Anaemia,77,2/1/2016,February,North-East,OPD,North East,Shahdara North
State Dispensary,Seed PUHC Chandu Nagar,Upper Respectory Track Infection (URTI),56,2/1/2016,February,North-East,OPD,North East,Shahdara North
State Dispensary,Seed PUHC Chandu Nagar,Vomitting,45,2/1/2016,February,North-East,OPD,North East,Shahdara North
State Dispensary,Seed PUHC Chandu Nagar,Dyspepsia,42,2/1/2016,February,North-East,OPD,North East,Shahdara North
State Dispensary,Seed PUHC Chandu Nagar,Sexually Transmitted Disease (STD),41,2/1/2016,February,North-East,OPD,North East,Shahdara North
State Dispensary,Seed PUHC Chandu Nagar,Menstrual Disorders,33,2/1/2016,February,North-East,OPD,North East,Shahdara North
State Dispensary,Seed PUHC Chandu Nagar,Typhoid,5,3/1/2016,March,North-East,OPD,North East,Shahdara North
State Dispensary,Seed PUHC Chandu Nagar,Diarrhoea,30,3/1/2016,March,North-East,OPD,North East,Shahdara North
State Dispensary,Seed PUHC Chandu Nagar,Diabetes,3,3/1/2016,March,North-East,OPD,North East,Shahdara North
State Dispensary,Seed PUHC Chandu Nagar,Hypertension,2,3/1/2016,March,North-East,OPD,North East,Shahdara North
State Dispensary,Seed PUHC Chandu Nagar,Anaemia,111,3/1/2016,March,North-East,OPD,North East,Shahdara North
State Dispensary,Seed PUHC Chandu Nagar,Upper Respectory Track Infection (URTI),55,3/1/2016,March,North-East,OPD,North East,Shahdara North
State Dispensary,Seed PUHC Chandu Nagar,Dyspepsia,47,3/1/2016,March,North-East,OPD,North East,Shahdara North
State Dispensary,Seed PUHC Chandu Nagar,Vomitting,45,3/1/2016,March,North-East,OPD,North East,Shahdara North
State Dispensary,Seed PUHC Chandu Nagar,Joint Pain/ Arthiritis,39,3/1/2016,March,North-East,OPD,North East,Shahdara North
State Dispensary,Seed PUHC Chandu Nagar,Menstrual Disorders,26,3/1/2016,March,North-East,OPD,North East,Shahdara North
State Dispensary,DGD Arvind Nagar,Typhoid,7,1/1/2016,January,North-East,OPD,North East,Shahdara North
State Dispensary,DGD Arvind Nagar,Diarrhoea,40,1/1/2016,January,North-East,OPD,North East,Shahdara North
State Dispensary,DGD Arvind Nagar,Tuberculosis,4,1/1/2016,January,North-East,OPD,North East,Shahdara North
State Dispensary,DGD Arvind Nagar,Diabetes,1000,1/1/2016,January,North-East,OPD,North East,Shahdara North
State Dispensary,DGD Arvind Nagar,Hypertension,10,1/1/2016,January,North-East,OPD,North East,Shahdara North
State Dispensary,DGD Arvind Nagar,Acute Respiratory Infection,2095,1/1/2016,January,North-East,OPD,North East,Shahdara North
State Dispensary,DGD Arvind Nagar,Anaemia,1045,1/1/2016,January,North-East,OPD,North East,Shahdara North
State Dispensary,DGD Arvind Nagar,Dermatitis,500,1/1/2016,January,North-East,OPD,North East,Shahdara North
State Dispensary,DGD Arvind Nagar,Abdomen Pain,450,1/1/2016,January,North-East,OPD,North East,Shahdara North
State Dispensary,DGD Arvind Nagar,Lower Respiratory Tract Infection (LRTI),440,1/1/2016,January,North-East,OPD,North East,Shahdara North
State Dispensary,DGD Arvind Nagar,Typhoid,24,2/1/2016,February,North-East,OPD,North East,Shahdara North
State Dispensary,DGD Arvind Nagar,Diarrhoea,50,2/1/2016,February,North-East,OPD,North East,Shahdara North
State Dispensary,DGD Arvind Nagar,Tuberculosis,4,2/1/2016,February,North-East,OPD,North East,Shahdara North
State Dispensary,DGD Arvind Nagar,Diabetes,1060,2/1/2016,February,North-East,OPD,North East,Shahdara North
State Dispensary,DGD Arvind Nagar,Hypertension,30,2/1/2016,February,North-East,OPD,North East,Shahdara North
State Dispensary,DGD Arvind Nagar,Acute Respiratory Infection,1730,2/1/2016,February,North-East,OPD,North East,Shahdara North
State Dispensary,DGD Arvind Nagar,Dermatitis,1658,2/1/2016,February,North-East,OPD,North East,Shahdara North
State Dispensary,DGD Arvind Nagar,Other infection,958,2/1/2016,February,North-East,OPD,North East,Shahdara North
State Dispensary,DGD Arvind Nagar,Anaemia,955,2/1/2016,February,North-East,OPD,North East,Shahdara North
State Dispensary,DGD Arvind Nagar,Abdomen Pain,564,2/1/2016,February,North-East,OPD,North East,Shahdara North
State Dispensary,DGD Arvind Nagar,Typhoid,17,3/1/2016,March,North-East,OPD,North East,Shahdara North
State Dispensary,DGD Arvind Nagar,Nutrition,130,2/1/2016,February,North-East,OPD,North East,Shahdara North
State Dispensary,DGD Arvind Nagar,Diabetes,1130,3/1/2016,March,North-East,OPD,North East,Shahdara North
State Dispensary,DGD Arvind Nagar,Tuberculosis,4,3/1/2016,March,North-East,OPD,North East,Shahdara North
State Dispensary,DGD Arvind Nagar,Hypertension,85,3/1/2016,March,North-East,OPD,North East,Shahdara North
State Dispensary,DGD Arvind Nagar,Acute Respiratory Infection,1570,3/1/2016,March,North-East,OPD,North East,Shahdara North
State Dispensary,DGD Arvind Nagar,Dermatitis,1533,3/1/2016,March,North-East,OPD,North East,Shahdara North
State Dispensary,DGD Arvind Nagar,Anaemia,1255,3/1/2016,March,North-East,OPD,North East,Shahdara North
State Dispensary,DGD Arvind Nagar,Other infection,818,3/1/2016,March,North-East,OPD,North East,Shahdara North
State Dispensary,DGD Arvind Nagar,Rat Bite/Other Bite,625,3/1/2016,March,North-East,OPD,North East,Shahdara North
State Dispensary,DGD Arvind Nagar,Diarrhoea,55,3/1/2016,March,North-East,OPD,North East,Shahdara North
State Dispensary,UHC Gokulpuri,Typhoid,8,1/1/2016,January,North-East,OPD,North East,Shahdara North
State Dispensary,UHC Gokulpuri,Diabetes,157,1/1/2016,January,North-East,OPD,North East,Shahdara North
State Dispensary,UHC Gokulpuri,Hypertension,175,1/1/2016,January,North-East,OPD,North East,Shahdara North
State Dispensary,UHC Gokulpuri,Skin Disease/ Ringworm/ Scabies,499,1/1/2016,January,North-East,OPD,North East,Shahdara North
State Dispensary,UHC Gokulpuri,Upper Respectory Track Infection (URTI),220,1/1/2016,January,North-East,OPD,North East,Shahdara North
State Dispensary,UHC Gokulpuri,Helminthiasis,190,1/1/2016,January,North-East,OPD,North East,Shahdara North
State Dispensary,UHC Gokulpuri,Vitamin Deficiency,183,1/1/2016,January,North-East,OPD,North East,Shahdara North
State Dispensary,UHC Gokulpuri,Dental Problem/ Caries/ Cavity,180,1/1/2016,January,North-East,OPD,North East,Shahdara North
State Dispensary,UHC Gokulpuri,Anaemia,180,1/1/2016,January,North-East,OPD,North East,Shahdara North
State Dispensary,UHC Gokulpuri,Common Cold,171,1/1/2016,January,North-East,OPD,North East,Shahdara North
State Dispensary,UHC Gokulpuri,Typhoid,14,2/1/2016,February,North-East,OPD,North East,Shahdara North
State Dispensary,UHC Gokulpuri,Diabetes,157,2/1/2016,February,North-East,OPD,North East,Shahdara North
State Dispensary,UHC Gokulpuri,Hypertension,164,2/1/2016,February,North-East,OPD,North East,Shahdara North
State Dispensary,UHC Gokulpuri,Skin Disease/ Ringworm/ Scabies,455,2/1/2016,February,North-East,OPD,North East,Shahdara North
State Dispensary,UHC Gokulpuri,Upper Respectory Track Infection (URTI),220,2/1/2016,February,North-East,OPD,North East,Shahdara North
State Dispensary,UHC Gokulpuri,Helminthiasis,194,2/1/2016,February,North-East,OPD,North East,Shahdara North
State Dispensary,UHC Gokulpuri,Dental Problem/ Caries/ Cavity,180,2/1/2016,February,North-East,OPD,North East,Shahdara North
State Dispensary,UHC Gokulpuri,Vitamin Deficiency,179,2/1/2016,February,North-East,OPD,North East,Shahdara North
State Dispensary,UHC Gokulpuri,Anaemia,174,2/1/2016,February,North-East,OPD,North East,Shahdara North
State Dispensary,UHC Gokulpuri,Common Cold,171,2/1/2016,February,North-East,OPD,North East,Shahdara North
State Dispensary,UHC Gokulpuri,Typhoid,17,3/1/2016,March,North-East,OPD,North East,Shahdara North
State Dispensary,UHC Gokulpuri,Diabetes,150,3/1/2016,March,North-East,OPD,North East,Shahdara North
State Dispensary,UHC Gokulpuri,Hypertension,145,3/1/2016,March,North-East,OPD,North East,Shahdara North
